label,time,date,query,username,text
4,2003913825,Tue Jun 02 07:21:40 PDT 2009,NO_QUERY,SpankRansom,"@legacy62 Good morning, friend.  How are you today?  I hope well. "
0,2044290954,Fri Jun 05 09:08:39 PDT 2009,NO_QUERY,oliverwi,"@hermioneway Virgin america has wifi, V atlantic not  (via @seikatsu)"
0,1975938704,Sat May 30 16:13:48 PDT 2009,NO_QUERY,TheMomCave,This flu/virus is wiping out my whole weekend. 
0,2187569462,Mon Jun 15 20:28:35 PDT 2009,NO_QUERY,rach765,heyy christy!!!  i wish u could come to our graduation that wouldve been fun....
0,2068487687,Sun Jun 07 14:09:57 PDT 2009,NO_QUERY,yeahshestamps,Rain out at the park 
0,2054930724,Sat Jun 06 08:22:04 PDT 2009,NO_QUERY,rachLOVESmcfly,@tommcfly apparently he might be canceling all shows due to his skin cancer 
4,2063252789,Sun Jun 07 01:55:56 PDT 2009,NO_QUERY,nandaaaa,you only need one??? oh daaang it .. i already bought you like 10 puppies LOL 
4,2191682716,Tue Jun 16 05:46:15 PDT 2009,NO_QUERY,angelkim17,@rachhiieee hahaha.. I just follow those ppl who are following me.. 
0,2059773384,Sat Jun 06 17:36:30 PDT 2009,NO_QUERY,jyjeans728,I miss my spongebob... 
0,1978529063,Sat May 30 23:38:43 PDT 2009,NO_QUERY,regularlover,cannot understand Maths for nuts!!!!!!!!!!!!!!!! 
0,2235150174,Fri Jun 19 00:32:22 PDT 2009,NO_QUERY,kate155,"trying to sleep , but this strep throat is killing me  "
0,2180570972,Mon Jun 15 10:39:03 PDT 2009,NO_QUERY,ohhheyshelby,just woke up and my throat is so sore i can't even talk. or swallow 
4,2187639396,Mon Jun 15 20:34:50 PDT 2009,NO_QUERY,Renzog,@ceciidiiflo NOTHING! i was doing my biologyÃÂ´s work... and now i will go to sleep... 
4,1793373159,Thu May 14 02:26:38 PDT 2009,NO_QUERY,lucijanblagonic,@eniac it's cool  Can't wait to watch the new star trek movie 
0,2062811826,Sun Jun 07 00:22:51 PDT 2009,NO_QUERY,a_silent_song,*sigh* Still no full version of Socialscope. I'm getting impatient. 
4,1986856604,Sun May 31 19:24:58 PDT 2009,NO_QUERY,thisgoeshere,@SUAREASY how was it all? fun? i'm so jealous cos a friend got to hang with you guys! 
4,2013537406,Tue Jun 02 22:55:25 PDT 2009,NO_QUERY,_LabradorLover_,@mileycyrus I cant wait to hear it 
0,1825678289,Sun May 17 06:30:30 PDT 2009,NO_QUERY,MissTonix,"Why did Michael die in Prison Break! It's not even fair! He didn't deserve it, after all he's done for everyone "
0,2057113481,Sat Jun 06 12:23:47 PDT 2009,NO_QUERY,MsquietShay,damn cnt rememba the last time i sang 4real.. but rite now im wishin somebody can sing 2 me 
0,2068715986,Sun Jun 07 14:34:11 PDT 2009,NO_QUERY,meghantolentino,i really want to see up today. it seems no one else my age feels the same way 
4,2061760208,Sat Jun 06 21:33:16 PDT 2009,NO_QUERY,Mz_lovely,Going to bed Peace tweetz 
0,1988884918,Sun May 31 23:39:55 PDT 2009,NO_QUERY,PaulWalnuts,So dissapointed Taylor Swift doesnt have a Twitter 
4,1754937988,Sun May 10 07:49:04 PDT 2009,NO_QUERY,seungjin,"@hitesh84 people like rasmus,, obviously their answers are either vi or emacs.  they don't use ide. I use Zend Studio or Aptana as IDE"
0,1973956822,Sat May 30 12:09:41 PDT 2009,NO_QUERY,WendyBookman,So many things to get and not enough time! I don't want bogue to be inside ALL day but no dogs at fairgrounds 
4,2071708793,Sun Jun 07 19:48:24 PDT 2009,NO_QUERY,sarandipity,"Off to Madison tomorrow at 5am. Barf. Hoping to grab a movie on my way home, tho...Up or The Hangover...Yessss! "
0,2059197220,Sat Jun 06 16:26:40 PDT 2009,NO_QUERY,girlgeniusp_vil,at home and bored 
4,2014327704,Wed Jun 03 01:09:58 PDT 2009,NO_QUERY,jianxiong,Finished blogging .. continue to rate restaurants on Facebook .. I wanna get the trophy after rating 100 restaurants 
0,2240300200,Fri Jun 19 09:34:51 PDT 2009,NO_QUERY,AnthonyCastro3,My family is on their way to take my brother to The airport. He's going to Cabo. So sad I'm not going 
4,1976942643,Sat May 30 19:38:52 PDT 2009,NO_QUERY,JaydDragyn,@TDLQ freaking out cause its almost 10pm and i didn't realize it was this late!!!  and playing in photobucket!! 
4,1990165471,Mon Jun 01 04:04:55 PDT 2009,NO_QUERY,brunybarker,"@TomFelton hey tom, i want see you, like malfoy, wanting kill dumbledore *-* u are so hoot like malfoy. i love your white hair. "
4,2186599098,Mon Jun 15 19:04:03 PDT 2009,NO_QUERY,Nikki_S,@prCarrS Awesome tip! Thank you. This is along the lines that I'm thinking  too 
0,2192976000,Tue Jun 16 07:49:22 PDT 2009,NO_QUERY,lofigirl,"@WoolyMittens i know, right? feed and care for an animal from infancy for five years and this is what you get "
0,2223986320,Thu Jun 18 08:57:11 PDT 2009,NO_QUERY,colbyrne,"@katiefotis That reminds me ... I have a blazer to sell, never worn. Become a film producer! Then tell me how ... TV is not so glam "
4,1678267325,Sat May 02 06:07:55 PDT 2009,NO_QUERY,GabGab24,New background too 
0,2235649864,Fri Jun 19 01:43:57 PDT 2009,NO_QUERY,maruyul,is feeling so bad 
0,1980196489,Sun May 31 06:00:41 PDT 2009,NO_QUERY,Almed22,"the cable's busted, can't watch anything  sigh... snorefest."
4,1469110920,Tue Apr 07 05:14:46 PDT 2009,NO_QUERY,prmack,"@neil_pie_PHP all sent duke!, thanks "
4,2054305651,Sat Jun 06 07:03:23 PDT 2009,NO_QUERY,dogzero,"@un_available Hi Samuel, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account.  Peace"
0,2266305537,Sun Jun 21 08:16:23 PDT 2009,NO_QUERY,bulletsxx,uuugh i don't wanna get dressed! 
0,1824347476,Sun May 17 01:00:03 PDT 2009,NO_QUERY,feerthlover,"@luis_hidalgo At the very beggining It's really complicated, I'll teach you somehow. even though we're appart right now  I love you BFF"
0,1994754172,Mon Jun 01 12:24:23 PDT 2009,NO_QUERY,nadiaseroshtan,misses the brazilians already. 
0,2012892960,Tue Jun 02 21:29:42 PDT 2009,NO_QUERY,Curiosafmmb,@SamBennington PS: I can't get the links to work to your Life Coaching site. 
4,1686391819,Sun May 03 05:13:31 PDT 2009,NO_QUERY,ZooCrew,"Heading out AGAIN!  Another long day, but I get to see the grandparents.  "
4,1996917660,Mon Jun 01 15:55:35 PDT 2009,NO_QUERY,LydaGraaace,going to cool springs with my mommy  ah. shoppingg 
4,2050319488,Fri Jun 05 18:27:32 PDT 2009,NO_QUERY,raym10,@artisdead its ok we'll make up for it the next 4 years 
4,1681103764,Sat May 02 13:13:21 PDT 2009,NO_QUERY,JeremyGould,@marxculture how novel 
4,2053135128,Sat Jun 06 03:24:43 PDT 2009,NO_QUERY,epicurus7,"Hiya troops, joined this an hour ago an just got paid, awesome, never seen anything like this before   try $5 to start,  more if you w ..."
4,1880870098,Fri May 22 02:47:47 PDT 2009,NO_QUERY,eileenb,working from home today after a great night out with @paulwalsh @yiannopoulos at #digitaldinners3 really insightful conversations 
0,2196898546,Tue Jun 16 13:04:33 PDT 2009,NO_QUERY,MarissaMartins,confused as helllll. where are my answers? help 
0,2231042864,Thu Jun 18 17:58:02 PDT 2009,NO_QUERY,ariannasap,"summer summer, SUMMER. but with nothing to do "
0,1883432181,Fri May 22 08:32:32 PDT 2009,NO_QUERY,xxPrinnyDooDxx,I dreamt of eating really good food. I even tasted it in my sleep. Then i woke up starving 
4,2053454214,Sat Jun 06 04:36:43 PDT 2009,NO_QUERY,nickyy123,I am officially addicted to eclipse mints 
4,2054380427,Sat Jun 06 07:13:30 PDT 2009,NO_QUERY,anaaesthetic,"@emink  I certainly plan on it! I'm also a side character in Mr. Wright, and I can't wait for the next round of auditions."
4,1679805063,Sat May 02 10:13:11 PDT 2009,NO_QUERY,iknewdles,"@septembrenegade u just might be our number one fan homie, im happy that u diggin em "
0,2199718458,Tue Jun 16 17:54:21 PDT 2009,NO_QUERY,ryooki,"@RyanDehler Nope, Vulcan 750, sweet bike, just not riding it enough.  Used to take twisty country roads to work, now I'm on the parkway "
4,1936027831,Wed May 27 07:19:27 PDT 2009,NO_QUERY,johannacherry,@slango actually they're quite meaty...mmmmm........ 
0,1996108978,Mon Jun 01 14:32:54 PDT 2009,NO_QUERY,sparksthealy,"@HaleyAllTimeLow Ian left  Aw well, whatever makes him happy. &lt;3"
0,2258039579,Sat Jun 20 15:17:33 PDT 2009,NO_QUERY,danaashaninee,"@ddlovato dear demi, i lost a friend yesterday cuz of a fight. Any advice? it would really help. i miss her "
4,1468037549,Mon Apr 06 23:23:06 PDT 2009,NO_QUERY,Seanzy5,Some amazing news for 5yac!! Im so stoked follow me to see what comes next  be ready
0,2222112519,Thu Jun 18 06:30:51 PDT 2009,NO_QUERY,neawear,"@formfireglass Same here!! Summer, huh... "
0,1677387544,Sat May 02 01:49:04 PDT 2009,NO_QUERY,itsbrooklynlove,"I hit two hundred updates &amp; didn't notice  going to shower, do my hair &amp; get ready to go shoppin and maybe get a quick nap in! 5 1/2 hours"
4,1978225154,Sat May 30 22:45:43 PDT 2009,NO_QUERY,mlbarnes2009,@tonfue Ah hell- we can take it!!!!! lay it on us!!!!!!! 
4,1551209861,Sat Apr 18 08:26:31 PDT 2009,NO_QUERY,tuam,what a day if we get a summer lik this there will be no boston n july may da sun and da beer flow 
4,2019011579,Wed Jun 03 10:51:44 PDT 2009,NO_QUERY,ACD93,@DMB_  dude!  did you watch the vid i sent yet?
0,2251775604,Sat Jun 20 04:32:38 PDT 2009,NO_QUERY,amieette,just woke up and the power is out 
0,2219595736,Thu Jun 18 00:54:33 PDT 2009,NO_QUERY,aimee_189835,Agh is the gonna be a fourth season for the game? 
4,1693699294,Sun May 03 23:27:13 PDT 2009,NO_QUERY,CackleberryKids,@LaToriana you look fantastic!  It's a great article and you deserve it!!  Enjoy it 
4,2002441595,Tue Jun 02 04:13:26 PDT 2009,NO_QUERY,Mushroom__,@AlyssaaaaNicole hey  i just saw ur photos on tumblr they are really amazing ! i love them *-*
0,1997019674,Mon Jun 01 16:06:30 PDT 2009,NO_QUERY,theh2hproject,"Chicken, Pork, Beaf, Ground Turkey. Wife is allergic to fish, so sad "
4,2175223060,Mon Jun 15 00:24:22 PDT 2009,NO_QUERY,TashaFrances,i feel..... ignored. i have nine followers. YIPPIE. i shall follow scotty and nige eh. 
0,2235415203,Fri Jun 19 01:09:27 PDT 2009,NO_QUERY,zh,Tomorrow is the 34th Ruby Kansai Meeting in Kyoto. My slides are still not ready...  http://ff.im/4anCX
0,2328432655,Thu Jun 25 09:34:29 PDT 2009,NO_QUERY,Schnik,"@diamondhead94 Yeah, but when your private you don't get to find new friends as easily. "
4,2176521830,Mon Jun 15 04:05:44 PDT 2009,NO_QUERY,Butterflyshoes,@bimbler I am sure you will get lots of hugs from your nearest and dearest to make them better 
0,1573948734,Tue Apr 21 03:36:28 PDT 2009,NO_QUERY,amyyyyy,Hopefully I'll stick to my weekly plan. 
4,2053307785,Sat Jun 06 04:04:34 PDT 2009,NO_QUERY,GoldenFish00,http://tinyurl.com/oezoa2 New icons! yay  now.. lunch.
4,2053434237,Sat Jun 06 04:32:28 PDT 2009,NO_QUERY,GustavS,"@ethermole Most ppl prefer to be good looking rather than technically cool  Seriously, Yahoo! needs good looking mass products, congrats!"
4,2189673011,Tue Jun 16 00:36:37 PDT 2009,NO_QUERY,Laurennnn__,@courtney_xxx haha thats what it does to you! scary thing.. well glad to see you twittering now 
0,1880797308,Fri May 22 02:32:22 PDT 2009,NO_QUERY,Rinasphere,I have not had ONE comment since I made this account  Im feeling very sad right now 
0,1835324995,Mon May 18 05:43:31 PDT 2009,NO_QUERY,_xLJCx_,is feeling like crap 
0,1993572877,Mon Jun 01 10:35:37 PDT 2009,NO_QUERY,Bridgecrewdave,"Game looks stiff. Really does, not pleased "
0,1971171665,Sat May 30 06:24:59 PDT 2009,NO_QUERY,kathleenroach,going to a meeting then showering then working until 5  I wish I could get a tan today
4,1686447751,Sun May 03 05:28:41 PDT 2009,NO_QUERY,Tizzalicious,"Wow, only just noticed everyones followfriday tweets (was busy the last 2 days!) thanks everyone who recommended me!  ?"
4,1681066361,Sat May 02 13:08:14 PDT 2009,NO_QUERY,Diamanten2,going to make a sandwich and then sleep cuz I'm going up early tomorrow I'm going to church 
0,2246018685,Fri Jun 19 16:58:42 PDT 2009,NO_QUERY,alexiskn,@brianspaeth what? The dark? I don't know what you mean by that but it sounds scary AND sad! 
0,1992658296,Mon Jun 01 09:06:46 PDT 2009,NO_QUERY,Rheakumar,"I'm not sick, I'm not sick...wait, I am  "
0,2300399029,Tue Jun 23 14:05:53 PDT 2009,NO_QUERY,m47713,2 women on #cnn telling story of how they fled Iran and the horrors they have seen   #iranelection #neda 'they really really need help'
4,2061831761,Sat Jun 06 21:42:58 PDT 2009,NO_QUERY,nonkanya,@JoaoMendonca it's AWW-SOME!!  
4,2017701170,Wed Jun 03 08:48:58 PDT 2009,NO_QUERY,hannahhiles,@pandapoo ...hence why I am on Twitter rather than doing the exercises!!! I think Phil is going to excuse me tomorrow 
0,2183677334,Mon Jun 15 14:50:06 PDT 2009,NO_QUERY,YeahItsCase,my roomie called to inform me someone tried to break into our apartment when she was there today..awesome. 
0,2061911551,Sat Jun 06 21:53:48 PDT 2009,NO_QUERY,gwenny88,just had a good coffee... now studying. feeling pretty motivated after yesterday's performance 
0,2250169133,Fri Jun 19 23:51:58 PDT 2009,NO_QUERY,ErinMBrady,"@yeswhatokay Ha ha I'm sorry  We can talk about that Sunday. What time do we want to go, by the way?"
0,1962567954,Fri May 29 11:14:52 PDT 2009,NO_QUERY,JonnyDurish,trying to find some friends and not having any luck 
4,1960220196,Fri May 29 07:37:01 PDT 2009,NO_QUERY,diegodelacruz,"I'm about to jump in my pool, it's 30Ã¯Â¿Â½ C and I haven't been home in a year!! "
4,2064938645,Sun Jun 07 07:31:41 PDT 2009,NO_QUERY,daniiidarko,@JackAllTimeLow i watched that movie yesterday. 
4,2187706910,Mon Jun 15 20:40:57 PDT 2009,NO_QUERY,krystianm15,Hmmm an interesting night... Went better then i expected 
0,1825097972,Sun May 17 04:20:07 PDT 2009,NO_QUERY,Radioclare,Brutal arrest of well-known Esperantist during Gay Rights march in Moscow  http://tinyurl.com/qj6swp
4,1976586207,Sat May 30 18:30:49 PDT 2009,NO_QUERY,mommyski,@Doc_Sprocket sorry - i thought i wasn't going to get to see my parents (who are in town)..but i did  so it is all good!
0,1686319339,Sun May 03 04:53:25 PDT 2009,NO_QUERY,andrzejkala,Getting ready for the road back to Warsaw   http://yfrog.com/72gzxj
4,1967866757,Fri May 29 20:21:12 PDT 2009,NO_QUERY,rayjohnz,"@selenagomez What's her new record, Selena? "
0,2017054974,Wed Jun 03 07:47:17 PDT 2009,NO_QUERY,Mcflyaddict,Another fire bell today...got more astro turf in my shoes  xx
0,2262812517,Sat Jun 20 23:17:17 PDT 2009,NO_QUERY,WATCHARSAN,"Am still waiting for the ringing in my left ear to go away!! Idk which is worse, the actual ringing, or not being able to put in work "
0,1994673221,Mon Jun 01 12:16:55 PDT 2009,NO_QUERY,lazon,"@mRsThiCknClaSsY  it was free food, but you're right. better tomorrow."
4,2015106687,Wed Jun 03 03:43:18 PDT 2009,NO_QUERY,simonlenton,"@mr_cf Yeah, I saw that! And the Total Eclipse of the Heart (literal video) is hilarious "
4,2070290894,Sun Jun 07 17:26:04 PDT 2009,NO_QUERY,peacelovecandy,"Quote of the day- &quot;If you do something wrong, find somebody else to blame it on&quot; (quote said by one of my friends on my softball team "
0,1956297562,Thu May 28 21:34:54 PDT 2009,NO_QUERY,aaronrichards,Can't sleep - frighen hate this 
0,2203952843,Wed Jun 17 00:56:52 PDT 2009,NO_QUERY,Mistrii562,Needs to fall asleep but my mind just won't let me  had a difficult day and now wondering what tomorrow holds...
0,2329198907,Thu Jun 25 10:28:02 PDT 2009,NO_QUERY,SwatchUS,@ladykatiejane Sorry you lost your watch  We know how strange it feels to not have one on!
4,1932463401,Tue May 26 21:31:04 PDT 2009,NO_QUERY,kerstea,just studied biology for nearly 4 hours. BUTUTUT last test of the year! Minus the final exam but steeeeel. 
0,1968416975,Fri May 29 21:23:39 PDT 2009,NO_QUERY,bay_marie,my foot hurts. surgery sucksss. 
4,1835217942,Mon May 18 05:27:14 PDT 2009,NO_QUERY,orykeene,@cx42net Is it the Rules Day ?  I enjoyed the ones about boosting productivity 
4,1688894488,Sun May 03 12:09:41 PDT 2009,NO_QUERY,caseysoftware,@forbairt dotProject is relatively quiet these days.. but the fork (web2project) is starting to draw some attention and community 
0,2059325376,Sat Jun 06 16:42:18 PDT 2009,NO_QUERY,simpleplanidiot,24 hours without tweeting and like nowon cares 
0,2214681037,Wed Jun 17 17:05:04 PDT 2009,NO_QUERY,kat_taf,@tarametblog Love that so many are embracing it this year.  Sadly the hubs switched offices and it's not happening at the new office 
0,1964299328,Fri May 29 14:01:18 PDT 2009,NO_QUERY,Nikki_Milazz,Laina has her recital tonight. Not going but going to the second one tomorrow. Home all alone 
4,2016642884,Wed Jun 03 07:07:24 PDT 2009,NO_QUERY,TJAbif,@mydiscretion Bio: The price of greatness is responsibility. Sir Winston #tweetbump 
4,2017819859,Wed Jun 03 09:00:09 PDT 2009,NO_QUERY,nbrooks,@abortedclone There so needs to be a recording of this tonight. 
4,1981548640,Sun May 31 09:23:11 PDT 2009,NO_QUERY,sarahstanley,The #golf course is looking mighty FINE! I sooooo need to play! 
0,1975152644,Sat May 30 14:33:24 PDT 2009,NO_QUERY,dr_ultimately,wants to ride his bicycle... but it's at work 
0,2247152788,Fri Jun 19 18:40:06 PDT 2009,NO_QUERY,leeceuh,@ShawnaBeex3 aww 
0,2215824195,Wed Jun 17 18:39:45 PDT 2009,NO_QUERY,beccabreining,"Went to go layout at my pool, and there was no flippin sun ugh! Now im super bored "
4,1963464057,Fri May 29 12:45:44 PDT 2009,NO_QUERY,xXHAZELXx,@blissdesigns thanks! 
4,1977169422,Sat May 30 20:16:40 PDT 2009,NO_QUERY,BSanders04,just watched orlando kick cavs bottom.... so sad really wanted to see lebron in the finals 
0,2056208845,Sat Jun 06 10:43:29 PDT 2009,NO_QUERY,ap1978,Bye-bye World Cup 2010  http://bit.ly/RUobz
4,2185464816,Mon Jun 15 17:25:19 PDT 2009,NO_QUERY,scutte,@Campbellwil have fun! 
4,1753884668,Sun May 10 03:57:21 PDT 2009,NO_QUERY,janiecwales,@PembsDave #wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze
4,1827593306,Sun May 17 11:02:19 PDT 2009,NO_QUERY,jbmcdlts,Ahh ive got a renewed love of MCFLY!!!!!!!! 
0,2070972640,Sun Jun 07 18:36:53 PDT 2009,NO_QUERY,xxTrAgIcMeSsxx,@MCRmuffin 
0,2204225420,Wed Jun 17 01:39:15 PDT 2009,NO_QUERY,mollylaurel,"back at work... cold diminished to the odd sniff, but I feel sick to my stomach this morning, rubbish. "
0,2058800700,Sat Jun 06 15:39:14 PDT 2009,NO_QUERY,amandaazevedo,sick.. again 
0,2227439446,Thu Jun 18 13:11:53 PDT 2009,NO_QUERY,Becky6638,i have pins and needles in my foot 
4,1675967237,Fri May 01 20:45:40 PDT 2009,NO_QUERY,jennyassise,"Hello Ma'am, it was fun attending your class.. I really like the way you treat your students.. Hats off to u "
4,2054949674,Sat Jun 06 08:24:21 PDT 2009,NO_QUERY,atiyahtanaya,@therealpickler is the funniest person ever lol I watched her on @TheEllenShow hilarious 
0,2260267241,Sat Jun 20 18:56:40 PDT 2009,NO_QUERY,TridentCullen,I  can't go to the MMVAs tomorrow...a few reasons that twitter will not let me explain...hopefully by some miracle I'll be able to go 
4,1981295521,Sun May 31 08:51:15 PDT 2009,NO_QUERY,jessjx,Shopping in wb 
0,2188349931,Mon Jun 15 21:44:17 PDT 2009,NO_QUERY,b3withyou,"A guy came today to fix our AC, but he thought our AC was a window unit, not a central unit. So he left and our AC's STILL not fixed "
4,1556725695,Sun Apr 19 00:03:15 PDT 2009,NO_QUERY,gevaudanbeast,"Off to see the family back home later this week. Always nice to go back home for a while, but I always miss a dog, a rat, and a kat. "
4,2046613660,Fri Jun 05 12:26:18 PDT 2009,NO_QUERY,LovePaper,@eyeletsage Thank you for the #FF love!  
0,2186338095,Mon Jun 15 18:41:48 PDT 2009,NO_QUERY,AndersSvenneby,"Still can't sleep, 3:42 AM "
4,2059199788,Sat Jun 06 16:26:59 PDT 2009,NO_QUERY,Mcbuttersticks,Im gonna be in La soon  hah Anyone down to chill?
0,1991331442,Mon Jun 01 06:50:39 PDT 2009,NO_QUERY,miss_sarah_dee,off out for a walk in the sun before work  x
0,1882225420,Fri May 22 06:28:39 PDT 2009,NO_QUERY,D_Child,"@eugeneadu Bcuz 2day its 2years ago my sis passed away Tryin 2 juz smile and b cool,but i cant tho!She wuz only 30years too "
4,1835020234,Mon May 18 04:54:56 PDT 2009,NO_QUERY,motttesl,"back at it monday morning, great weekend though "
4,1573563773,Tue Apr 21 01:46:15 PDT 2009,NO_QUERY,akrabat,@iawdev no doubt  The PHP side is gonna be okay once installed as it's cross-platform  #winphp
4,1678264377,Sat May 02 06:07:15 PDT 2009,NO_QUERY,mittnacht,"Girls are asleep, I enjoy the wonderful afternoon w/ a cup of coffee... Thoughts are circling "
0,1999979165,Mon Jun 01 21:10:35 PDT 2009,NO_QUERY,PHOTOBYALONSO,Going down to 22nd Ave and Van Buren to buy some used gear off of Craigslist.... not too smart!  
0,2255989568,Sat Jun 20 12:05:41 PDT 2009,NO_QUERY,lost_dog,@tamieelyn I am lost. Please help me find a good home. 
4,1553955436,Sat Apr 18 15:40:18 PDT 2009,NO_QUERY,boxblinkracer,"finished with stronghold crusader....won  playing golf tomorrow, pretty excited"
4,2062570550,Sat Jun 06 23:37:21 PDT 2009,NO_QUERY,bballgurl24,@pytha_goras thanks! and definitely..GO LAKERS! we going up 2-0 tomorrow 
4,2065429163,Sun Jun 07 08:34:38 PDT 2009,NO_QUERY,RozzyToz,Want to try a new beer tonight - any suggestions? I like reds and darks.  
0,1556996261,Sun Apr 19 01:26:16 PDT 2009,NO_QUERY,kellykell1,I can't sleep  This always happens when I'm away from my own bed.
4,2046869339,Fri Jun 05 12:48:43 PDT 2009,NO_QUERY,Crystalgate,@kbirbeck @owlsdaughter Hoping that the readings were fun! 
0,2215061788,Wed Jun 17 17:37:13 PDT 2009,NO_QUERY,salita712,"Uh, no. My flu got worse. . "
4,1753518716,Sun May 10 02:02:41 PDT 2009,NO_QUERY,londicreations,"@scottrmcgrew I know sleep is so over rated! who needs it, right! "
0,1977738123,Sat May 30 21:35:57 PDT 2009,NO_QUERY,StefanienicoleW,Off to bed early. Not feeling well at all. 
0,2222314563,Thu Jun 18 06:48:32 PDT 2009,NO_QUERY,mannykimchi,....and back to twitterfeed. 
0,1966106279,Fri May 29 17:08:09 PDT 2009,NO_QUERY,lizdanzer,Just started feeling bad again  ugh. I hate it when I don't feel good!!
4,1992150469,Mon Jun 01 08:17:10 PDT 2009,NO_QUERY,readingdancer,"@munkimagik That being said, I like the site  Just thought you'd like to know about the little issues "
0,2179146286,Mon Jun 15 08:42:31 PDT 2009,NO_QUERY,nickolivia,sister at camp ALL week  i miss you
4,1956143361,Thu May 28 21:16:19 PDT 2009,NO_QUERY,Chanktastic,I think @TrapperJohn_MD is secretly a fan of my keen observation of the old ladys pink makeup in the 4th qtr  
0,2189262585,Mon Jun 15 23:37:20 PDT 2009,NO_QUERY,Joelle_W,About to do homework  We got so much this week!!!
4,1469069679,Tue Apr 07 05:04:44 PDT 2009,NO_QUERY,natasharamsey,@malaysianlife thx for link. will it scare me or make me want a tongue piercing? 
4,2061134470,Sat Jun 06 20:14:51 PDT 2009,NO_QUERY,OakleyOC,@purplechoco did you accept the Philippines moviestar role? 
4,2051643829,Fri Jun 05 22:28:23 PDT 2009,NO_QUERY,ToryPerreault,a nice chill night 
0,1468064853,Mon Apr 06 23:31:28 PDT 2009,NO_QUERY,Feltano,"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video "
0,2057737677,Sat Jun 06 13:34:04 PDT 2009,NO_QUERY,adolescentlove,a lot of people are talking about Nick Jonas on twitter :o . ItÃÂ´s such a rainy day today . I donÃÂ´t like it  .
0,2256264913,Sat Jun 20 12:30:44 PDT 2009,NO_QUERY,StevenFudd,@sweiswei Glad U loved the Adam vs. Glass vid.  Right now all the glass in my house is broken 
4,2056464648,Sat Jun 06 11:11:31 PDT 2009,NO_QUERY,caseylynnm,@aaronrothe http://www.watch-movies-links.net/ I haven't watched a whole movie on it yet because I just learned about it but try that one 
0,2182019958,Mon Jun 15 12:36:42 PDT 2009,NO_QUERY,Helena_devries,I need chocolate 
0,1983949805,Sun May 31 14:08:55 PDT 2009,NO_QUERY,LovesLondon35,"@JulieScardina id do anything to help, the poor things "
0,1754330653,Sun May 10 05:53:33 PDT 2009,NO_QUERY,BROCKLYNN,in such a odd mood  not cool.
0,1564096905,Mon Apr 20 01:45:29 PDT 2009,NO_QUERY,hoshigirl,I really hope it stops raining 
4,1968649268,Fri May 29 21:53:51 PDT 2009,NO_QUERY,TobyWanKenoby,On my way to chitivas.  Rollin Han Solo!   Lookin very dapper I must say 
4,2005307205,Tue Jun 02 09:30:33 PDT 2009,NO_QUERY,SingleSyllable,@nafisa1 if they're not catholic they can apply contaceptives ;) problem (boredom) solved! 
4,2187902321,Mon Jun 15 20:59:05 PDT 2009,NO_QUERY,xAUchick4evr,"http://twitpic.com/7iska - from left: emily, reed, me  us cute girls"
0,2053758141,Sat Jun 06 05:36:39 PDT 2009,NO_QUERY,mannyfonseca,Embarrassing fact of the day: woke up to the Hannah Montana Best of Both Worlds movie on tv...and I didn't immediately change the channel 
0,2322038707,Wed Jun 24 21:57:15 PDT 2009,NO_QUERY,kenkeiter,@camikaos NAS = Network Attached Storage.. not a good thing to lose 
0,2253760956,Sat Jun 20 08:41:59 PDT 2009,NO_QUERY,katewhatley,Last day in Vail  Today I will b avoiding happy hour water balloon fights and drunken piggy-back rides through rivers. Mby a hike instead.
4,2066047382,Sun Jun 07 09:47:20 PDT 2009,NO_QUERY,Char_SOS,@cazob then jb wiill sweep you up and take you with them 
4,1971468202,Sat May 30 07:10:58 PDT 2009,NO_QUERY,neeii,says I missed Banhot &amp; Badet so much  Enjoyed the hours spent with them. (dance) http://plurk.com/p/x7skd
0,1989627036,Mon Jun 01 02:13:39 PDT 2009,NO_QUERY,vegasrocker,@sheb57 Wouldn't that be great..now im'e realy pissed off  
0,2182426829,Mon Jun 15 13:09:17 PDT 2009,NO_QUERY,dreamtolove,"@lauraa_louise not anymore   i'll tell you everything tomorrow, i'll pull myself out of bed... ahhh...."
0,1977976991,Sat May 30 22:08:25 PDT 2009,NO_QUERY,RuSoul,wish i could be out. stuck studying @ home by myself. Boo for school! 
0,1993425523,Mon Jun 01 10:21:23 PDT 2009,NO_QUERY,zully_529,@kingivn Im doing good just dealing with allergies cuz of the damn pollen 
4,2002267136,Tue Jun 02 03:41:48 PDT 2009,NO_QUERY,LauraFerry,Im going to go to Spain next summer 
0,2015643440,Wed Jun 03 05:10:51 PDT 2009,NO_QUERY,connorfathers,"@consradftw i'm sorry dude, they're coated in beeswax "
0,1879967752,Thu May 21 23:41:03 PDT 2009,NO_QUERY,djswayzee,Everyone stop broadcasting how much fun you're having. I'm sitting in my room working on an endless report. It's FML x FOMO and it sucks 
4,1990522980,Mon Jun 01 05:05:31 PDT 2009,NO_QUERY,SpinalCandy,I am really considering living in europe for the rest of my life seriously ... 
4,1468324010,Tue Apr 07 00:58:47 PDT 2009,NO_QUERY,apinkphoenix,I have discovered that I have the same vibrator as one of the crazier ppl on the reality show Tough Love. That disturbs me but keeping it 
